Id,DataSetId,DataRecordId,ChargeTypeId,Cost,Checksum,Units,Rate
6836,455,29269,4,0,656737282,0,68.2333333333333
6837,455,29270,4,0,1762657179,0,68.2333333333333
6838,455,29271,4,0,515931297,0,68.2333333333333
6839,455,29272,4,0,277112984,0,68.2333333333333
6840,453,29273,4,0,-1793492139,0,68.2333333333333
6841,453,29273,5,0,-2056001258,0,45.2068965517241
6842,453,29273,32,0,554779219,0,82.2068965517241
6843,453,29273,87,0,-496378933,0,0
6844,453,29274,4,0,25550317,0,68.2333333333333
6845,453,29274,5,0,300896174,0,45.2068965517241
6846,453,29274,32,0,850982050,0,82.2068965517241
6847,453,29274,87,0,1858469104,0,0
6848,453,29275,4,0,-1644172694,0,68.2333333333333
6849,453,29275,5,0,-1919584215,0,45.2068965517241
6850,453,29275,32,0,-287175666,0,82.2068965517241
6851,453,29275,87,0,598914740,0,0
6852,453,29276,4,0,1891118305,0,68.2333333333333
6853,453,29276,5,0,1624424098,0,45.2068965517241
6854,453,29276,32,0,-2130097014,0,82.2068965517241
6855,453,29276,87,0,-205585777,0,0
6856,453,29277,4,0,1247859453,0,68.2333333333333
6857,453,29277,5,0,1510621374,0,45.2068965517241
6858,453,29277,32,0,1299610483,0,82.2068965517241
6859,453,29277,87,0,75058051,0,0
6860,456,29278,4,0,-1139456237,0,68.2333333333333
6861,456,29278,5,0,979575755,0,45.2
6862,456,29278,87,0,288930424,0,82.2
6863,456,29279,4,0,-745662881,0,68.2333333333333
6864,456,29279,5,0,-2032109886,0,45.2
6865,456,29279,87,0,-1600601743,0,82.2
6866,456,29280,4,0,1946948782,0,68.2333333333333
6867,456,29280,5,0,-1121432857,0,45.2
6868,456,29280,87,0,-597795664,0,82.2
6869,456,29281,4,0,64777108,0,68.2333333333333
6870,456,29281,5,0,-1014381548,0,45.2
6871,456,29281,87,0,1385509921,0,82.2
6872,830,29282,4,2.73,-1685035491,4,68.21918
6873,829,29284,4,2.73,-1797902125,4,68.21918
6874,790,29285,5,4.15,1732410358,0,0
6875,744,29286,4,20.47,277559893,30,68.21918
6876,744,29286,5,19.56,834542516,1,1356
6877,744,29286,87,24.66,-625824688,1,2466
6878,746,29287,4,20.47,2104806837,30,68.21918
6879,746,29287,5,20.08,1881283297,1,1356
6880,746,29287,87,24.66,1891992763,1,2466
6881,762,29288,4,40.93,-2089274095,30,136.43836
6882,742,29289,4,20.47,508024214,30,68.21918
6883,742,29289,5,19.9,586300245,1,1356
6884,742,29289,87,24.66,1228291653,1,2466
6885,873,29290,4,40.93,-1903327389,30,136.43836
6886,819,29291,4,20.47,868508367,30,68.21918
6887,820,29292,4,20.47,-318924250,30,68.21918
6888,269,29293,4,20.47,-795028989,30,68.21918
6889,789,29295,5,76.63,30441790,0,0
6890,776,29296,4,20.47,411667943,30,68.21918
6891,776,29296,85,30,-699926152,0,0
6892,724,29297,4,20.47,1983576286,30,68.21918
6893,766,29299,4,20.47,1149804277,30,68.21918
6894,745,29300,4,20.47,1176380325,30,68.21918
6895,745,29300,5,22.98,2033545667,1,1356
6896,745,29300,87,24.66,1966841094,1,2466
6897,267,29301,4,20.47,-540808320,30,68.21918
6898,828,29302,4,2.73,1573782035,4,68.21918
6899,743,29303,4,20.47,166063069,30,68.21918
6900,743,29303,5,22.98,1941852192,1,1356
6901,743,29303,87,24.66,1999306834,1,2466
6902,475,29304,101,0,1411278117,0,1.075
6903,722,29311,4,20.47,865355573,30,68.21918
6904,228,29331,4,26.42,-224329189,1,2642
6905,727,29332,4,26.42,-1958266717,1,2642
6906,844,29333,4,26.42,1880018537,1,2642
6907,862,29334,4,26.42,780359374,1,2642
6908,862,29334,5,36,-885222788,0,0
6909,208,29335,4,26.42,299228581,1,2642
6910,219,29336,4,26.42,792112737,1,2642
6911,252,29337,4,26.42,874682686,1,2642
6912,383,29338,4,26.42,810608376,1,2642
6913,33,29339,4,26.42,-1597089578,1,2642
6914,211,29340,4,26.42,-424469122,1,2642
6915,726,29341,4,26.42,-668114732,1,2642
6916,847,29342,4,26.42,-1779236012,1,2642
6917,225,29343,4,26.42,-346142313,1,2642
6918,136,29344,4,26.42,-145914980,1,2642
6919,67,29345,4,26.42,1428788167,1,2642
6920,67,29346,4,26.42,-1425503584,1,2642
6921,67,29347,4,-26.42,942068443,-1,2642
6922,69,29348,4,26.42,-812280626,1,2642
6923,803,29349,4,26.42,-200630379,1,2642
6924,755,29350,4,26.42,2122994201,1,2642
6925,441,29351,4,26.42,359203354,1,2642
6926,84,29352,4,26.42,950710878,1,2642
6927,132,29353,4,26.42,-1777357491,1,2642
6928,168,29354,4,26.42,480162797,1,2642
6929,536,29355,4,26.42,485684983,1,2642
6930,110,29356,4,26.42,-1114039832,1,2642
6931,807,29357,4,26.42,2140998387,1,2642
6932,807,29357,5,36,-741081870,0,0
6933,163,29358,4,26.42,-1420386090,1,2642
6934,799,29359,4,26.42,339670223,1,2642
6935,823,29360,4,26.42,-1118776862,1,2642
6936,867,29361,4,26.42,1236050291,1,2642
6937,867,29361,5,13.71,527493883,0,0
6938,259,29362,4,26.42,-790642731,1,2642
6939,714,30651,4,0,204375615,0,0
6940,714,30651,11,0,1773875452,0,0
6941,714,30651,12,0,-515243808,0,0
6942,714,30651,14,0,-1964973449,0,0
6943,714,30651,15,0,-2051934456,0,0
6944,714,30651,41,0,1681148000,0,0
6945,864,30657,4,40.93,1796895067,30,136.43836
6946,864,30658,4,40.93,1568903896,30,136.43836
6947,863,30659,4,40.93,1149734124,30,136.43836
6948,712,30661,1,0,2018173209,0,0
6949,770,30673,101,0,1901062915,0,1.752
6950,472,30674,101,0,1595599110,0,1.545
6951,782,30675,101,0,1836921191,0,1.545
6952,465,30683,4,0,-1259061168,0,2567
6953,465,30683,78,0,-1067613202,0,2940
6954,438,30684,5,0,-1312970980,0,0
6955,438,30684,32,0,-2022302119,0,0
6956,438,30685,5,0,1361231509,0,0
6957,438,30685,32,0,157054212,0,0
6960,438,30687,5,0,-156360070,0,0
6961,438,30687,32,0,688120516,0,0
6962,438,30688,5,0,264859796,0,0
6963,438,30688,32,0,1822160153,0,0
6964,438,30689,5,0,1071065794,0,0
6965,438,30689,32,0,197429055,0,0
6966,746,30695,4,20.47,-1384249457,30,68.21918
6967,746,30695,5,20.08,-599088571,1,1356
6968,746,30695,87,24.66,652565649,1,2466
6969,746,30696,4,-20.47,382020046,-30,68.21918
6970,746,30696,5,-20.08,209903009,1,-1356
6971,746,30696,87,-24.66,-935923723,1,-2466
6972,864,30697,4,-17.74,1666623367,-13,136.43836
6974,864,30699,4,40.93,-555341630,30,136.43836
6976,864,30701,4,42.3,980025944,31,136.43836
6978,864,30703,4,40.93,950831732,30,136.43836
6980,864,30705,4,17.74,1725759373,13,136.43836
6981,864,30705,85,30,1894612447,0,0
6984,864,30707,4,-40.93,-881719865,-30,136.43836
6986,864,30709,4,-42.3,-1757590255,-31,136.43836
6988,864,30711,4,-40.93,347180824,-30,136.43836
6990,863,30713,4,40.93,303413044,30,136.43836
6991,863,30714,4,-40.93,146404440,-30,136.43836
6992,858,30715,4,21.15,1655058839,31,68.21918
6993,858,30716,4,20.47,1858729024,30,68.21918
6994,858,30717,4,20.47,1602748491,30,68.21918
6995,770,30785,101,0,591743131,0,1.752
6996,782,30791,101,0,1615171479,0,1.545
6997,472,30792,101,0,1793546979,0,1.545
6998,57,30838,4,-26.42,584650948,-1,2642
6999,57,30839,4,-26.42,-1295712527,-1,2642
7000,57,30840,4,-26.42,1856043959,-1,2642
7001,57,30841,4,-26.42,-21162622,-1,2642
7002,57,30842,4,-26.42,-1779818084,-1,2642
7003,57,30843,4,-26.42,100126633,-1,2642
7004,57,30844,4,-26.42,1128548768,-1,2642
7005,57,30845,4,-26.42,-749099115,-1,2642
7006,744,30849,4,21.15,769460265,31,68.21918
7007,744,30849,5,20.88,32694212,1,1402
7008,744,30849,87,25.48,-1856208083,1,2548
7009,746,30850,4,21.15,1891695712,31,68.21918
7010,746,30850,5,21.2,482048203,1,1402
7011,746,30850,87,25.48,966606896,1,2548
7012,762,30851,4,42.3,-822636899,31,136.43836
7013,742,30852,4,21.15,2092518050,31,68.21918
7014,742,30852,5,20.76,-1486183564,1,1402
7015,742,30852,87,25.48,1218319223,1,2548
7016,873,30853,4,42.3,1697814233,31,136.43836
7017,819,30854,4,21.15,1479750261,31,68.21918
7018,820,30855,4,21.15,-443997558,31,68.21918
7019,864,30856,4,42.3,1148227266,31,136.43836
7020,864,30857,4,42.3,-1713892038,31,136.43836
7021,269,30858,4,21.15,-1256302421,31,68.21918
7022,776,30859,4,21.15,1961050632,31,68.21918
7023,724,30860,4,21.15,1511271979,31,68.21918
7024,270,30861,78,1.68,398811712,1,168
7025,766,30862,4,21.15,1365221552,31,68.21918
7026,745,30863,4,21.15,-2107063437,31,68.21918
7027,745,30863,5,23.76,1061825167,1,1402
7028,745,30863,87,25.48,2016645911,1,2548
7029,863,30864,4,42.3,447471287,31,136.43836
7030,267,30865,4,21.15,1526111845,31,68.21918
7031,858,30866,4,21.15,1716420124,31,68.21918
7032,743,30867,4,21.15,2132302721,31,68.21918
7033,743,30867,5,23.76,1837401203,1,1402
7034,743,30867,87,25.48,503086911,1,2548
7035,722,30868,4,21.15,1089458027,31,68.21918
7036,475,30875,101,0,519046845,0,1.075
7037,228,30881,4,26.42,-142041976,1,2642
7038,727,30882,4,26.42,-2036457932,1,2642
7039,844,30883,4,26.42,2124200850,1,2642
7040,862,30884,4,26.42,2111247776,1,2642
7041,862,30884,5,36,-587216937,0,0
7042,208,30885,4,26.42,1228567971,1,2642
7043,219,30886,4,26.42,1734432768,1,2642
7044,252,30887,4,26.42,2041092843,1,2642
7045,383,30888,4,26.42,2123478593,1,2642
7046,33,30889,4,26.42,-1823573941,1,2642
7047,211,30890,4,26.42,1730419939,1,2642
7048,726,30891,4,26.42,1363859789,1,2642
7049,847,30892,4,26.42,534768033,1,2642
7050,225,30893,4,26.42,1909128453,1,2642
7051,136,30894,4,26.42,1697222410,1,2642
7052,67,30895,4,26.42,-107868267,1,2642
7053,69,30896,4,26.42,1857196019,1,2642
7054,803,30897,4,26.42,1817146939,1,2642
7055,755,30898,4,26.42,-1385202654,1,2642
7056,441,30899,4,26.42,-976781491,1,2642
7057,84,30900,4,26.42,164572806,1,2642
7058,132,30901,4,26.42,-1826255178,1,2642
7059,168,30902,4,26.42,-2092077878,1,2642
7060,536,30903,4,26.42,-1464643559,1,2642
7061,110,30904,4,11.08,279081757,0.419379258137774,2642
7062,807,30905,4,26.42,1244063182,1,2642
7063,807,30905,5,36,1289659509,0,0
7064,163,30906,4,26.42,-183426534,1,2642
7065,799,30907,4,26.42,1336181687,1,2642
7066,823,30908,4,26.42,1517054140,1,2642
7067,867,30909,4,26.42,-1378137279,1,2642
7068,259,30910,4,26.42,370804057,1,2642
7069,438,31176,5,0,-1817123452,0,0
7070,438,31176,32,0,-2054221777,0,0
7071,438,31177,5,0,765320147,0,0
7072,438,31177,32,0,195394418,0,0
7073,438,31178,5,0,-721778371,0,0
7074,438,31178,32,0,-1488423468,0,0
7075,712,31213,1,0,-1155912535,0,0
7076,472,31215,101,0,-679513966,0,1.545
7077,782,31216,101,0,-572676634,0,1.545
7078,378,31220,5,0,-994027615,0,0
7079,378,31221,5,0,249822880,0,0
7080,770,31225,101,0,442185172,0,1.752
7081,830,31341,4,-20.47,1674459394,-30,68.21918
7082,830,31342,4,-21.15,-258748987,-31,68.21918
7083,830,31343,4,-21.15,-1474315973,-31,68.21918
7084,830,31344,4,2.73,1292200480,4,68.21918
7085,830,31345,4,20.47,-831357614,30,68.21918
7086,830,31346,4,21.15,117892590,31,68.21918
7087,830,31347,4,21.15,-1575227367,31,68.21918
7088,830,31348,4,-2.73,1039042573,-4,68.21918
7089,744,31352,4,8.87,1448468648,13,68.21918
7090,744,31352,5,8.48,1265244916,1,588
7091,744,31352,87,10.69,276320453,1,1069
7092,744,31353,4,21.15,1108941224,31,68.21918
7093,744,31353,5,20.22,-988610436,1,1402
7094,744,31353,87,25.48,-2021491393,1,2548
7095,744,31354,4,-21.15,-800430573,-31,68.21918
7096,744,31354,5,-20.88,1683548152,1,-1402
7097,744,31354,87,-25.48,938156515,1,-2548
7098,746,31355,4,21.15,-497579249,31,68.21918
7099,746,31355,5,20.76,-808859605,1,1402
7100,746,31355,87,25.48,-120919200,1,2548
7101,762,31356,4,42.3,-1966592444,31,136.43836
7102,762,31356,85,30,307926906,0,0
7103,742,31357,4,21.15,653847105,31,68.21918
7104,742,31357,5,20.25,-764227819,1,1402
7105,742,31357,87,25.48,-1805866000,1,2548
7106,873,31358,4,42.3,1236492839,31,136.43836
7107,819,31359,4,21.15,-2008918073,31,68.21918
7108,820,31360,4,21.15,1066544860,31,68.21918
7109,864,31361,4,42.3,-902041008,31,136.43836
7110,864,31362,4,42.3,-804240558,31,136.43836
7111,269,31363,4,21.15,-1978246434,31,68.21918
7112,776,31365,85,30,1912794444,0,0
7113,724,31366,4,21.15,-302080944,31,68.21918
7114,766,31368,4,21.15,1259346823,31,68.21918
7115,745,31369,4,21.15,1564222767,31,68.21918
7116,745,31369,5,23.42,356280116,1,1402
7117,745,31369,87,25.48,-1590934676,1,2548
7118,863,31370,4,42.3,166570510,31,136.43836
7119,267,31371,4,21.15,-1563017491,31,68.21918
7120,858,31372,4,-21.15,893132181,-31,68.21918
7121,858,31373,4,21.15,1137067372,31,68.21918
7122,858,31374,4,-21.15,1927497497,-31,68.21918
7123,858,31375,4,21.15,2049804619,31,68.21918
7124,858,31376,4,21.15,524029316,31,68.21918
7125,858,31377,4,20.47,1191426199,30,68.21918
7126,858,31378,4,-20.47,-2020303932,-30,68.21918
7127,743,31379,4,21.15,1890221060,31,68.21918
7128,743,31379,5,23.42,1976000759,1,1402
7129,743,31379,87,25.48,-543214919,1,2548
7130,722,31380,4,21.15,384286751,31,68.21918
7131,475,31407,101,0,-952088124,0,1.075
7132,712,31408,1,0,387797775,0,0
7133,438,31413,5,0,-1090022748,0,0
7134,438,31413,32,0,-1917917546,0,0
7135,383,31414,4,-26.42,-517909606,-1,2642
7136,770,31415,101,0,59808672,0,1.752
7137,782,31416,101,56.06,243244645,6365,0.880742
7138,472,31417,101,157.72,679847011,17908,0.880742
7139,2907,31677,5,5.32,-1023811249,0,0
7140,760,31678,5,3.84,-518767230,0,0
7141,228,31680,4,26.42,1326326947,1,2642
7142,727,31681,4,26.42,2091380507,1,2642
7143,844,31682,4,26.42,-845027119,1,2642
7144,862,31683,4,26.42,1308386166,1,2642
7145,862,31683,5,36,1155036783,0,0
7146,208,31684,4,26.42,-1575164479,1,2642
7147,219,31685,4,26.42,-985437682,1,2642
7148,252,31686,4,26.42,-1616689351,1,2642
7149,383,31687,4,26.42,-1124859178,1,2642
7150,383,31688,4,26.42,-1392128652,1,2642
7151,383,31689,4,-26.42,-279273364,-1,2642
7152,33,31690,4,26.42,1045976594,1,2642
7153,211,31691,4,26.42,-1852334250,1,2642
7154,726,31692,4,26.42,-472861404,1,2642
7155,847,31693,4,26.42,-465492060,1,2642
7156,225,31694,4,26.42,1118492863,1,2642
7157,136,31695,4,26.42,-1924903932,1,2642
7158,67,31696,4,26.42,560501751,1,2642
7159,69,31697,4,26.42,-11750915,1,2642
7160,803,31698,4,26.42,-2051490971,1,2642
7161,755,31699,4,26.42,1626789945,1,2642
7162,441,31700,4,26.42,-1620718338,1,2642
7163,84,31701,4,26.42,-847181609,1,2642
7164,132,31702,4,26.42,446023025,1,2642
7165,168,31703,4,26.42,1140426081,1,2642
7166,536,31704,4,26.42,-1680640605,1,2642
7167,807,31705,4,26.42,-2077782740,1,2642
7168,807,31705,5,36,1777700146,0,0
7169,163,31706,4,26.42,909969224,1,2642
7170,799,31707,4,26.42,-1674512254,1,2642
7171,823,31708,4,26.42,-1967963931,1,2642
7172,867,31709,4,26.42,2119118964,1,2642
7173,259,31710,4,26.42,-847329688,1,2642
7174,712,31716,1,0,-35672597,0,0
7175,712,31717,1,0,939263210,0,0
7176,454,31720,5,0,-130325484,0,4.5
7177,455,31721,4,0,-1292138115,0,68.2333333333333
7178,453,31722,4,0,344100422,0,68.2333333333333
7179,453,31722,5,0,82320389,0,45.2068965517241
7180,453,31722,32,0,-192670375,0,82.2068965517241
7181,453,31722,87,0,1348531147,0,0
7182,483,31723,5,0,-127141105,0,0
7183,483,31724,5,0,-1234448421,0,0
7184,456,31725,4,0,-1450921185,0,68.2333333333333
7185,456,31725,5,0,663380107,0,45.2
7186,456,31725,87,0,244644030,0,82.2
7187,456,31726,4,0,353163248,0,68.2333333333333
7188,456,31726,5,0,-957501705,0,45.2
7189,456,31726,87,0,-1969153748,0,82.2
7190,456,31727,4,0,1786065605,0,68.2333333333333
7191,456,31727,5,0,723955509,0,45.2
7192,456,31727,87,0,2131339269,0,82.2
7193,456,31728,4,0,1359274275,0,68.2333333333333
7194,456,31728,5,0,-44955087,0,45.2
7195,456,31728,87,0,-960875094,0,82.2
7196,859,31874,4,20.47,-435661881,30,68.21918
7197,859,31875,4,21.15,-1103632684,31,68.21918
7198,859,31876,4,20.47,-2071217199,30,68.21918
7199,859,31877,4,21.15,-592179518,31,68.21918
7200,859,31878,4,21.15,1771524420,31,68.21918
7201,859,31879,4,20.47,833152087,30,68.21918
7202,790,31882,5,4.32,-2030675426,0,0
7203,790,31882,85,30,-790733112,0,0
7204,2907,31883,5,13.23,635727097,0,0
7205,2907,31883,85,30,-2003487306,0,0
7206,746,31884,4,20.47,-1042414982,30,68.21918
7207,746,31884,5,20.08,-1929195670,1,1356
7208,746,31884,87,24.66,133834833,1,2466
7209,762,31885,4,40.93,1197537556,30,136.43836
7210,762,31885,85,30,-1327623589,0,0
7211,742,31886,4,20.47,-1319478124,30,68.21918
7212,742,31886,5,19.89,687984000,1,1356
7213,742,31886,87,24.66,-2139254504,1,2466
7214,873,31887,4,40.93,-837609600,30,136.43836
7215,873,31887,85,30,1943755873,0,0
7216,819,31888,4,20.47,1439601132,30,68.21918
7217,902,31889,4,20.47,-1160728634,30,68.21918
7218,902,31889,85,30,893359562,0,0
7219,820,31890,4,20.47,933619635,30,68.21918
7220,864,31891,4,40.93,-1644160997,30,136.43836
7221,864,31892,4,40.93,1471355313,30,136.43836
7222,269,31893,4,20.47,-722889500,30,68.21918
7223,789,31895,5,83.15,-333572593,0,0
7224,270,31897,78,1.28,2029847120,1,128
7225,766,31898,4,20.47,-789280554,30,68.21918
7226,745,31899,4,20.47,63171349,30,68.21918
7227,745,31899,5,22.98,-882038016,1,1356
7228,745,31899,87,24.66,-2068921635,1,2466
7229,863,31900,4,40.93,715452824,30,136.43836
7230,267,31901,4,20.47,-1488239285,30,68.21918
7231,858,31902,4,20.47,-1678531278,30,68.21918
7232,858,31902,85,30,839900901,0,0
7233,743,31903,4,20.47,227585338,30,68.21918
7234,743,31903,5,22.98,-772986654,1,1356
7235,743,31903,87,24.66,-801509693,1,2466
7236,228,31908,4,26.42,-366073260,1,2642
7237,727,31909,4,26.42,-624119168,1,2642
7238,844,31910,4,26.42,1076753478,1,2642
7239,862,31911,4,26.42,-978482603,1,2642
7240,862,31911,5,36,2086437324,0,0
7241,208,31912,4,26.42,-423023165,1,2642
7242,219,31913,4,26.42,-2099383968,1,2642
7243,252,31914,4,26.42,1120149643,1,2642
7244,383,31915,4,26.42,1682870480,1,2642
7245,383,31916,4,26.42,141412924,1,2642
7246,383,31917,4,-26.42,715354069,-1,2642
7247,33,31918,4,26.42,574027968,1,2642
7248,211,31919,4,26.42,1920078395,1,2642
7249,726,31920,4,26.42,-680551522,1,2642
7250,847,31921,4,26.42,-1069131911,1,2642
7251,225,31922,4,26.42,-135282730,1,2642
7252,136,31923,4,26.42,994736129,1,2642
7253,67,31924,4,26.42,-1183178635,1,2642
7254,69,31925,4,26.42,-930804720,1,2642
7255,803,31926,4,26.42,-362138392,1,2642
7256,755,31927,4,26.42,208602328,1,2642
7257,441,31928,4,13.21,-1884323760,0.5,2642
7258,84,31929,4,26.42,-1992100789,1,2642
7259,132,31930,4,26.42,-399998807,1,2642
7260,168,31931,4,26.42,-1697203856,1,2642
7261,536,31932,4,26.42,-742498810,1,2642
7262,807,31933,4,26.42,-821955099,1,2642
7263,807,31933,5,36,-1743282714,0,0
7264,163,31934,4,26.42,-499157271,1,2642
7265,799,31935,4,26.42,1485494084,1,2642
7266,823,31936,4,26.42,539555686,1,2642
7267,867,31937,4,26.42,-677391205,1,2642
7268,259,31938,4,26.42,572762274,1,2642
7269,475,32169,101,0,-1881679997,0,1.075
7270,787,32170,4,0,-965295554,0,0
7271,787,32171,4,0,206924607,0,0
7272,788,32172,4,0,-759058244,0,0
7273,456,32182,4,0,-1598909310,0,68.2333333333333
7274,456,32182,5,0,533731972,0,45.2
7275,456,32182,87,0,1119854001,0,82.2
7276,456,32183,4,0,-1022602507,0,68.2333333333333
7277,456,32183,5,0,2023166118,0,45.2
7278,456,32183,87,0,-1098752095,0,82.2
7279,455,32184,4,0,465916858,0,68.2333333333333
7280,455,32185,4,0,-319847758,0,68.2333333333333
7281,456,32186,4,0,-470372262,0,68.2333333333333
7282,456,32186,5,0,1751856580,0,45.2
7283,456,32186,87,0,420976726,0,82.2
7284,712,32187,1,0,-770406948,0,0
7285,472,32188,101,0,-707158313,0,0.880742
7286,782,32189,101,0,-1151035438,0,0.880742
7287,770,32195,101,0,1552672554,0,1.752
7288,770,32196,101,0,-1425608419,0,1.752
7289,770,32197,101,0,856688826,0,1.752
7290,455,32198,4,0,685802451,0,68.2333333333333
7291,859,32294,4,-20.47,907280275,-30,68.21918
7292,859,32295,4,20.47,-1141611218,30,68.21918
7293,859,32296,4,21.15,-1214537479,31,68.21918
7294,859,32297,4,-21.15,548560345,-31,68.21918
7295,829,32298,4,-2.73,14195852,-4,68.21918
7296,829,32299,4,-82.98,1397280717,-31,267.68219
7297,829,32300,4,2.73,-1824387669,4,68.21918
7298,829,32301,4,82.98,429233488,31,267.68219
7299,746,32302,4,-20.47,-979895713,-30,68.21918
7300,746,32302,5,-20.08,256607774,1,-1356
7301,746,32302,87,-24.66,1473435191,1,-2466
7302,746,32303,4,20.47,1289496172,30,68.21918
7303,746,32303,5,20.08,-1639372044,1,1356
7304,746,32303,87,24.66,-722463551,1,2466
7305,858,32304,4,-20.47,-170161597,-30,68.21918
7306,858,32304,85,-30,-1127110730,0,0
7307,858,32305,4,20.47,2093946792,30,68.21918
7308,858,32305,85,30,720972708,0,0
7309,858,32306,4,-21.15,620269925,-31,68.21918
7310,858,32307,4,21.15,-2026002690,31,68.21918
7311,454,32321,5,0,1293418466,0,4.5
7312,859,32325,4,21.15,-193941600,31,68.21918
7313,746,32328,4,21.15,2096741587,31,68.21918
7314,746,32328,5,20.76,-908980986,1,1402
7315,746,32328,87,25.48,1694099540,1,2548
7316,873,32329,4,42.3,321269748,31,136.43836
7317,873,32329,85,30,1941504659,0,0
7318,819,32330,4,21.15,-1630998127,31,68.21918
7319,902,32331,4,21.15,1909903291,31,68.21918
7320,902,32331,85,30,1011295967,0,0
7321,820,32332,4,21.15,325893909,31,68.21918
7322,864,32333,4,42.3,601767666,31,136.43836
7324,269,32335,4,21.15,-1268170183,31,68.21918
7325,270,32338,78,24.27,2038805454,10,242.7
7326,766,32339,4,21.15,-1193384409,31,68.21918
7327,863,32340,4,42.3,1999788235,31,136.43836
7328,863,32340,85,30,1316338579,0,0
7329,267,32341,4,21.15,1710193007,31,68.21918
7330,858,32342,4,21.15,-1305391833,31,68.21918
7331,228,32345,4,26.42,-2003563306,1,2642
7332,727,32346,4,26.42,-231119614,1,2642
7333,844,32347,4,26.42,171688100,1,2642
7334,862,32348,4,26.42,-1375198650,1,2642
7335,862,32348,5,36,-1711999320,0,0
7336,208,32349,4,26.42,-1696251323,1,2642
7337,219,32350,4,26.42,-1750493458,1,2642
7338,252,32351,4,26.42,-2075321931,1,2642
7339,383,32352,4,26.42,-299958730,1,2642
7340,33,32353,4,26.42,247237330,1,2642
7341,211,32354,4,26.42,406359229,1,2642
7342,726,32355,4,26.42,636330619,1,2642
7343,847,32356,4,26.42,1803063959,1,2642
7344,225,32357,4,26.42,268971488,1,2642
7345,136,32358,4,26.42,-74919906,1,2642
7346,67,32359,4,26.42,-132014463,1,2642
7347,69,32360,4,26.42,-1115273084,1,2642
7348,803,32361,4,26.42,759444220,1,2642
7349,755,32362,4,26.42,-2129726516,1,2642
7350,441,32363,4,26.42,-95027800,1,2642
7351,84,32364,4,26.42,698057320,1,2642
7352,132,32365,4,26.42,-348514777,1,2642
7353,168,32366,4,26.42,-78449573,1,2642
7354,536,32367,4,26.42,-18660107,1,2642
7355,807,32368,4,26.42,-981871297,1,2642
7356,807,32368,5,36,-78658934,0,0
7357,163,32369,4,26.42,903616095,1,2642
7358,799,32370,4,26.42,-309701486,1,2642
7359,823,32371,4,26.42,-546863696,1,2642
7360,867,32372,4,26.42,1246133736,1,2642
7361,259,32373,4,26.42,-1822109552,1,2642
7362,465,32375,4,0,1896465059,0,2567
7363,465,32375,78,0,-59107743,0,2940
7364,2908,32632,4,21.15,160001571,31,68.21918
7365,2908,32632,85,30,-939937259,0,0
7366,2908,32633,4,20.47,1297132699,30,68.21918
7367,2908,32633,85,30,-1185947628,0,0
7368,465,32636,4,0,-11054277,0,2567
7369,465,32636,78,0,-1024836609,0,2940
7370,712,32637,1,0,1095492841,0,0
7371,724,32697,4,20.47,711452326,30,68.21918
7372,722,32698,4,20.47,1910477525,30,68.21918
7373,859,32699,4,21.15,894660076,31,68.21918
7374,859,32699,85,120,-74678162,0,0
7375,859,32700,4,-21.15,-1710782628,-31,68.21918
7376,858,32701,4,-21.15,-1037873815,-31,68.21918
7377,858,32702,4,21.15,-2027952114,31,68.21918
7378,471,32703,4,0,-1054667061,0,0
7379,471,32703,11,0,-432761137,0,0.006
7380,471,32703,12,0,1994463540,0,0.488
7381,471,32703,13,0,-141020568,0,0
7382,471,32703,14,0,844775790,0,0
7383,471,32703,15,0,1024152593,0,0
7384,471,32703,41,0,-594613383,0,0
7385,758,32704,80,0,-848902009,0,0
7386,475,32752,101,0,711809685,0,1.075
7387,859,32761,4,20.47,-970495081,30,68.21918
7388,746,32764,4,20.47,-229825177,30,68.21918
7389,746,32764,5,19.77,-1489198785,1,1356
7390,746,32764,87,24.66,-1003929043,1,2466
7393,873,32766,4,40.93,-2138330669,30,136.43836
7394,873,32766,85,30,-1975913652,0,0
7395,742,32767,4,20.47,-814389330,30,68.21918
7396,742,32767,5,19.89,-1616946523,1,1356
7397,742,32767,87,24.66,115732870,1,2466
7398,819,32768,4,20.47,1717417713,30,68.21918
7399,902,32769,4,20.47,-1992062757,30,68.21918
7400,820,32770,4,20.47,-1800860340,30,68.21918
7415,782,32772,101,0,1188934088,0,0.880742
7416,472,32773,101,0,677427405,0,0.880742
7417,438,32805,5,0,-1369722624,0,0
7418,438,32805,32,0,-331756574,0,0
7419,438,32806,5,0,788012069,0,0
7420,438,32806,32,0,-1566434637,0,0
7421,745,32807,4,0,-449001017,0,68.21918
7422,745,32807,5,0,2041895312,0,1356
7423,745,32807,87,0,-265594535,0,2466
7424,475,32808,101,0,-432834146,0,1.075
7425,228,32809,4,26.42,318830638,1,2642
7426,727,32810,4,26.42,1253730546,1,2642
7427,844,32811,4,26.42,-1296511660,1,2642
7428,862,32812,4,26.42,1993124143,1,2642
7429,862,32812,5,36,795996930,0,0
7430,208,32813,4,26.42,1372767271,1,2642
7431,219,32814,4,26.42,-310334116,1,2642
7432,252,32815,4,26.42,-169883281,1,2642
7433,383,32816,4,26.42,-1618202900,1,2642
7434,33,32817,4,26.42,1992146238,1,2642
7435,211,32818,4,26.42,-825093961,1,2642
7436,726,32819,4,26.42,-217629071,1,2642
