Id,Contract_Id,Type,Cost_Rate,Time_Start,Time_Finish,Meter,Description,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,January,February,March,April,May,June,July,August,September,October,November,December,Checksum,Valid_From
794,169,1,12.73,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
795,169,2,7.505,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
796,167,1,12.73,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
797,167,2,7.505,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
798,168,2,12.73,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
799,168,1,7.505,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
800,170,1,12.072,00:00,24:00,4,Weekday,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
801,170,2,10.49,00:00,24:00,5,Other,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
802,171,2,12.072,00:00,24:00,4,Weekday,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
803,171,1,10.49,00:00,24:00,5,Other,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
804,175,NULL,10.829,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
805,176,NULL,10.829,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
806,177,NULL,10.567,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
807,278,NULL,10.567,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
808,183,NULL,10.567,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
809,179,NULL,10.567,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
810,180,NULL,10.567,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
811,181,NULL,10.567,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
812,182,1,10.567,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
813,268,1,11.3,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
814,268,2,6.942,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
815,184,1,11.3,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
816,184,2,6.942,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
817,185,1,11.3,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
818,185,2,6.942,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
819,186,1,11.3,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
820,186,2,6.942,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
821,187,1,11.3,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
822,187,2,6.942,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
823,188,NULL,10.923,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
824,189,NULL,10.801,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
825,190,NULL,10.801,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
826,192,NULL,10.801,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
827,264,NULL,10.801,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
828,193,NULL,10.801,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
829,194,NULL,10.801,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
830,195,NULL,10.801,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
831,196,NULL,10.801,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
832,198,NULL,10.801,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
833,197,NULL,10.801,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
834,199,2,11.598,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
835,199,1,7.348,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
836,200,1,11.598,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
837,200,NULL,7.348,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
838,202,NULL,11.216,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
839,203,NULL,11.216,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
840,204,NULL,11.216,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
841,205,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
842,206,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
843,207,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
844,208,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
845,209,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
846,210,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
847,211,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
848,212,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
849,276,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
850,213,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
851,214,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
852,274,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
853,215,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
854,216,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
855,217,NULL,11.264,00:00,24:00,5,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
856,218,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
857,219,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
858,220,2,11.992,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
859,220,1,7.174,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
860,221,2,11.992,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
861,221,1,7.174,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
862,222,2,11.992,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
863,222,1,7.174,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
911,325,NULL,10.429,07.00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-07-01 00:00:00.000
912,325,NULL,6.372,00:00,07.00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-07-01 00:00:00.000
913,326,NULL,11.063,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
914,327,1,12.671,07.00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
915,327,2,7.315,00:00,07.00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
918,329,NULL,10.497,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-06-01 00:00:00.000
919,330,NULL,11.422,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
920,330,NULL,7.094,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
921,331,2,11.462,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
922,331,1,7.039,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
923,332,NULL,11.264,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
924,333,2,12.161,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
925,333,1,7.073,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
926,334,NULL,10.961,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
927,335,NULL,11.281,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
928,336,NULL,11.589,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
929,337,NULL,11.238,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-07-01 00:00:00.000
931,182,2,10.567,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
934,69,1,10.865,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
935,168,3,0,00:00,07:00,3,Evening Weekend,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
1200,499,NULL,7.682,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2017-09-01 00:00:00.000
937,270,2,10.793,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-09-01 00:00:00.000
938,270,1,6.688,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-09-01 00:00:00.000
939,149,2,11.449,00:00,24:00,2,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-28 00:00:00.000
940,339,NULL,9.219,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
941,339,NULL,5.781,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
942,340,NULL,10.059,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-09-01 00:00:00.000
943,341,NULL,11.243,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
944,341,NULL,5.95,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
945,342,NULL,10.31,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
946,342,NULL,5.881,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
947,343,NULL,10.31,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
948,343,NULL,5.881,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
949,344,NULL,10.059,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
950,345,NULL,10.809,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
951,345,NULL,5.939,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
952,346,NULL,2.177,00:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
953,347,NULL,2.15,00:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
954,348,NULL,2.177,00:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
955,349,NULL,2.185,00:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
956,350,NULL,2.185,00:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
957,351,NULL,2.177,00:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-10-01 00:00:00.000
958,352,NULL,1.94,00:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2015-11-10 00:00:00.000
959,353,NULL,9.996,07:00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-05-01 00:00:00.000
960,353,NULL,5.91,00:00,07:00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-05-01 00:00:00.000
961,354,NULL,11.329,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2014-04-01 00:00:00.000
962,354,NULL,6.97,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2014-04-01 00:00:00.000
963,355,NULL,11.442,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2014-04-01 00:00:00.000
964,355,NULL,6.924,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2014-04-01 00:00:00.000
965,356,NULL,11.416,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2014-04-01 00:00:00.000
966,356,NULL,6.909,00:00,07:00,3,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2014-04-01 00:00:00.000
967,357,NULL,11.036,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2014-04-01 00:00:00.000
864,280,NULL,2.216,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
865,281,NULL,2.216,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
866,282,NULL,2.218,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
867,283,NULL,2.216,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
868,284,NULL,2.241,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
869,285,NULL,2.225,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
870,286,NULL,2.224,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
871,287,NULL,2.218,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
872,288,NULL,2.244,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
873,289,NULL,2.228,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
874,290,NULL,2.202,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
875,291,NULL,2.215,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
876,292,NULL,2.228,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
877,293,NULL,2.364,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
878,294,NULL,2.223,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
879,295,NULL,2.213,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
880,296,NULL,2.223,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
881,297,NULL,2.214,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
882,298,NULL,2.23,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
883,299,NULL,2.224,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
884,300,NULL,2.228,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
885,301,NULL,2.237,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
886,302,NULL,2.229,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
887,303,NULL,2.217,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
888,304,NULL,2.2,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
889,305,NULL,2.224,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
890,306,NULL,2.195,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
891,307,NULL,2.202,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
892,308,NULL,2.232,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
893,309,NULL,2.224,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
894,310,NULL,2.218,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
895,311,NULL,2.252,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
896,312,NULL,2.229,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
897,313,NULL,2.229,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
898,314,NULL,2.225,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
899,315,NULL,2.195,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
900,316,NULL,2.218,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
901,317,NULL,2.608,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
902,318,1,11.083,07:00,24:00,2,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
903,319,NULL,11.541,07.00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
904,319,NULL,7.287,00:00,07.00,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
905,320,NULL,11.481,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
906,321,NULL,12.047,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
907,322,NULL,11.474,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
908,323,2,12.161,07.00,24:00,1,Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
909,323,1,7.073,00:00,0.700,2,Night,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
910,324,NULL,10.961,00:00,24:00,1,All Day,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NULL,2016-09-01 00:00:00.000
